Postcode,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
4102,QLD,Internal Combustion Engine,6918,6928,6989
4102,QLD,Battery Electric Vehicle,13,22,64
4102,QLD,Hydrogen Cell Vehicle,0,0,0
4102,QLD,Hybrid,428,464,393
4103,QLD,Internal Combustion Engine,8925,9058,9157
4103,QLD,Battery Electric Vehicle,12,27,56
4103,QLD,Hydrogen Cell Vehicle,0,0,0
4103,QLD,Hybrid,123,179,199
4104,QLD,Internal Combustion Engine,4678,4746,4735
4104,QLD,Battery Electric Vehicle,12,29,45
4104,QLD,Hydrogen Cell Vehicle,0,0,0
4104,QLD,Hybrid,76,87,106
4105,QLD,Internal Combustion Engine,10902,11379,11365
4105,QLD,Battery Electric Vehicle,16,37,78
4105,QLD,Hydrogen Cell Vehicle,0,0,0
4105,QLD,Hybrid,201,277,398
4106,QLD,Internal Combustion Engine,3590,3950,3735
4106,QLD,Battery Electric Vehicle,0,3,14
4106,QLD,Hydrogen Cell Vehicle,0,0,0
4106,QLD,Hybrid,48,91,96
4107,QLD,Internal Combustion Engine,6006,6636,6994
4107,QLD,Battery Electric Vehicle,6,7,23
4107,QLD,Hydrogen Cell Vehicle,0,0,0
4107,QLD,Hybrid,106,217,455
4108,QLD,Internal Combustion Engine,6549,7256,7455
4108,QLD,Battery Electric Vehicle,5,13,35
4108,QLD,Hydrogen Cell Vehicle,0,0,0
4108,QLD,Hybrid,107,133,143
4109,QLD,Internal Combustion Engine,24909,24801,25250
4109,QLD,Battery Electric Vehicle,28,56,191
4109,QLD,Hydrogen Cell Vehicle,0,0,0
4109,QLD,Hybrid,532,676,806
4110,QLD,Internal Combustion Engine,14204,15174,15601
4110,QLD,Battery Electric Vehicle,9,28,81
4110,QLD,Hydrogen Cell Vehicle,0,0,0
4110,QLD,Hybrid,313,388,604
4111,QLD,Internal Combustion Engine,716,717,716
4111,QLD,Battery Electric Vehicle,0,0,6
4111,QLD,Hydrogen Cell Vehicle,0,0,0
4111,QLD,Hybrid,75,74,73
4112,QLD,Internal Combustion Engine,5495,5393,5399
4112,QLD,Battery Electric Vehicle,8,15,48
4112,QLD,Hydrogen Cell Vehicle,0,0,0
4112,QLD,Hybrid,150,196,240
4113,QLD,Internal Combustion Engine,24815,23786,23785
4113,QLD,Battery Electric Vehicle,26,51,143
4113,QLD,Hydrogen Cell Vehicle,0,0,0
4113,QLD,Hybrid,634,843,1104
4114,QLD,Internal Combustion Engine,17577,17665,18035
4114,QLD,Battery Electric Vehicle,6,10,16
4114,QLD,Hydrogen Cell Vehicle,0,0,0
4114,QLD,Hybrid,175,234,306
4115,QLD,Internal Combustion Engine,13318,13385,13838
4115,QLD,Battery Electric Vehicle,11,34,83
4115,QLD,Hydrogen Cell Vehicle,0,0,0
4115,QLD,Hybrid,207,265,369
4116,QLD,Internal Combustion Engine,17391,17389,17417
4116,QLD,Battery Electric Vehicle,19,39,139
4116,QLD,Hydrogen Cell Vehicle,0,0,0
4116,QLD,Hybrid,380,456,564
4117,QLD,Internal Combustion Engine,2019,2133,2173
4117,QLD,Battery Electric Vehicle,3,0,9
4117,QLD,Hydrogen Cell Vehicle,0,0,0
4117,QLD,Hybrid,29,71,85
4118,QLD,Internal Combustion Engine,22387,22955,23686
4118,QLD,Battery Electric Vehicle,13,36,62
4118,QLD,Hydrogen Cell Vehicle,0,0,0
4118,QLD,Hybrid,228,314,413
4119,QLD,Internal Combustion Engine,6728,6836,6469
4119,QLD,Battery Electric Vehicle,9,13,40
4119,QLD,Hydrogen Cell Vehicle,0,0,0
4119,QLD,Hybrid,131,168,192
4120,QLD,Internal Combustion Engine,6538,6620,6773
4120,QLD,Battery Electric Vehicle,7,21,50
4120,QLD,Hydrogen Cell Vehicle,0,0,0
4120,QLD,Hybrid,80,118,162
4121,QLD,Internal Combustion Engine,16655,16769,16839
4121,QLD,Battery Electric Vehicle,36,81,167
4121,QLD,Hydrogen Cell Vehicle,0,0,0
4121,QLD,Hybrid,241,338,420
4122,QLD,Internal Combustion Engine,31257,31513,31776
4122,QLD,Battery Electric Vehicle,21,64,170
4122,QLD,Hydrogen Cell Vehicle,0,0,0
4122,QLD,Hybrid,450,606,822
4123,QLD,Internal Combustion Engine,15241,15647,16065
4123,QLD,Battery Electric Vehicle,27,53,175
4123,QLD,Hydrogen Cell Vehicle,0,0,0
4123,QLD,Hybrid,243,329,415
4124,QLD,Internal Combustion Engine,17514,18467,19596
4124,QLD,Battery Electric Vehicle,6,16,45
4124,QLD,Hydrogen Cell Vehicle,0,0,0
4124,QLD,Hybrid,99,170,252
4125,QLD,Internal Combustion Engine,8853,10008,11328
4125,QLD,Battery Electric Vehicle,4,9,24
4125,QLD,Hydrogen Cell Vehicle,0,0,0
4125,QLD,Hybrid,122,154,219
4127,QLD,Internal Combustion Engine,22831,23197,23791
4127,QLD,Battery Electric Vehicle,20,52,92
4127,QLD,Hydrogen Cell Vehicle,0,0,0
4127,QLD,Hybrid,315,404,538
4128,QLD,Internal Combustion Engine,12945,13108,13366
4128,QLD,Battery Electric Vehicle,13,25,62
4128,QLD,Hydrogen Cell Vehicle,0,0,0
4128,QLD,Hybrid,107,183,273
4129,QLD,Internal Combustion Engine,6775,7180,7413
4129,QLD,Battery Electric Vehicle,0,8,13
4129,QLD,Hydrogen Cell Vehicle,0,0,0
4129,QLD,Hybrid,48,61,82
4130,QLD,Internal Combustion Engine,7312,7461,7695
4130,QLD,Battery Electric Vehicle,10,21,43
4130,QLD,Hydrogen Cell Vehicle,0,0,0
4130,QLD,Hybrid,55,73,94
4131,QLD,Internal Combustion Engine,8043,8211,8562
4131,QLD,Battery Electric Vehicle,0,3,14
4131,QLD,Hydrogen Cell Vehicle,0,0,0
4131,QLD,Hybrid,191,203,261
4132,QLD,Internal Combustion Engine,16818,16943,17406
4132,QLD,Battery Electric Vehicle,3,9,15
4132,QLD,Hydrogen Cell Vehicle,0,0,0
4132,QLD,Hybrid,110,119,183
4133,QLD,Internal Combustion Engine,14567,15670,17238
4133,QLD,Battery Electric Vehicle,5,10,32
4133,QLD,Hydrogen Cell Vehicle,0,0,0
4133,QLD,Hybrid,103,147,222
4151,QLD,Internal Combustion Engine,12296,12267,12306
4151,QLD,Battery Electric Vehicle,20,43,79
4151,QLD,Hydrogen Cell Vehicle,0,0,0
4151,QLD,Hybrid,161,218,289
4152,QLD,Internal Combustion Engine,31814,31920,32285
4152,QLD,Battery Electric Vehicle,49,118,269
4152,QLD,Hydrogen Cell Vehicle,0,0,0
4152,QLD,Hybrid,391,526,713
4153,QLD,Internal Combustion Engine,3436,3479,3517
4153,QLD,Battery Electric Vehicle,3,9,17
4153,QLD,Hydrogen Cell Vehicle,0,0,0
4153,QLD,Hybrid,40,57,73
4154,QLD,Internal Combustion Engine,7819,7900,8021
4154,QLD,Battery Electric Vehicle,11,29,59
4154,QLD,Hydrogen Cell Vehicle,0,0,0
4154,QLD,Hybrid,84,113,145
4155,QLD,Internal Combustion Engine,1530,1563,1543
4155,QLD,Battery Electric Vehicle,3,7,12
4155,QLD,Hydrogen Cell Vehicle,0,0,0
4155,QLD,Hybrid,14,16,21
4156,QLD,Internal Combustion Engine,2687,2721,2710
4156,QLD,Battery Electric Vehicle,3,13,31
4156,QLD,Hydrogen Cell Vehicle,0,0,0
4156,QLD,Hybrid,34,48,62
4157,QLD,Internal Combustion Engine,17132,17125,17211
4157,QLD,Battery Electric Vehicle,13,26,50
4157,QLD,Hydrogen Cell Vehicle,0,0,0
4157,QLD,Hybrid,127,184,254
4158,QLD,Internal Combustion Engine,2918,2915,2924
4158,QLD,Battery Electric Vehicle,3,3,5
4158,QLD,Hydrogen Cell Vehicle,0,0,0
4158,QLD,Hybrid,23,30,37
4159,QLD,Internal Combustion Engine,11035,11108,11202
4159,QLD,Battery Electric Vehicle,4,15,36
4159,QLD,Hydrogen Cell Vehicle,0,0,0
4159,QLD,Hybrid,71,116,150
4160,QLD,Internal Combustion Engine,14006,14153,14353
4160,QLD,Battery Electric Vehicle,15,35,66
4160,QLD,Hydrogen Cell Vehicle,0,0,0
4160,QLD,Hybrid,116,162,210
4161,QLD,Internal Combustion Engine,12122,12072,12235
4161,QLD,Battery Electric Vehicle,3,8,19
4161,QLD,Hydrogen Cell Vehicle,0,0,0
4161,QLD,Hybrid,81,104,119
4163,QLD,Internal Combustion Engine,12818,12882,12984
4163,QLD,Battery Electric Vehicle,23,36,70
4163,QLD,Hydrogen Cell Vehicle,0,0,0
4163,QLD,Hybrid,138,207,283
4164,QLD,Internal Combustion Engine,13561,13967,14194
4164,QLD,Battery Electric Vehicle,16,30,59
4164,QLD,Hydrogen Cell Vehicle,0,0,0
4164,QLD,Hybrid,99,129,185
4165,QLD,Internal Combustion Engine,29503,30043,30425
4165,QLD,Battery Electric Vehicle,14,46,92
4165,QLD,Hydrogen Cell Vehicle,0,0,0
4165,QLD,Hybrid,166,249,345
4169,QLD,Internal Combustion Engine,10794,11040,10740
4169,QLD,Battery Electric Vehicle,23,45,83
4169,QLD,Hydrogen Cell Vehicle,0,0,0
4169,QLD,Hybrid,135,214,717
4170,QLD,Internal Combustion Engine,19334,19922,20035
4170,QLD,Battery Electric Vehicle,20,67,189
4170,QLD,Hydrogen Cell Vehicle,0,0,0
4170,QLD,Hybrid,226,326,432
4171,QLD,Internal Combustion Engine,11581,11563,11645
4171,QLD,Battery Electric Vehicle,29,73,125
4171,QLD,Hydrogen Cell Vehicle,0,0,0
4171,QLD,Hybrid,143,178,232
4172,QLD,Internal Combustion Engine,7062,6852,6925
4172,QLD,Battery Electric Vehicle,10,15,37
4172,QLD,Hydrogen Cell Vehicle,0,0,0
4172,QLD,Hybrid,111,164,298
4173,QLD,Internal Combustion Engine,7199,7166,7309
4173,QLD,Battery Electric Vehicle,6,49,76
4173,QLD,Hydrogen Cell Vehicle,0,0,0
4173,QLD,Hybrid,56,94,110
4174,QLD,Internal Combustion Engine,3047,3257,3472
4174,QLD,Battery Electric Vehicle,0,0,11
4174,QLD,Hydrogen Cell Vehicle,0,0,0
4174,QLD,Hybrid,20,26,42
4178,QLD,Internal Combustion Engine,19995,20149,20845
4178,QLD,Battery Electric Vehicle,14,33,70
4178,QLD,Hydrogen Cell Vehicle,0,0,0
4178,QLD,Hybrid,186,245,334
4179,QLD,Internal Combustion Engine,14343,14171,14342
4179,QLD,Battery Electric Vehicle,12,29,54
4179,QLD,Hydrogen Cell Vehicle,0,0,0
4179,QLD,Hybrid,137,177,250
4183,QLD,Internal Combustion Engine,2776,2788,2750
4183,QLD,Battery Electric Vehicle,0,3,0
4183,QLD,Hydrogen Cell Vehicle,0,0,0
4183,QLD,Hybrid,20,20,28
4184,QLD,Internal Combustion Engine,8307,8935,9501
4184,QLD,Battery Electric Vehicle,3,13,13
4184,QLD,Hydrogen Cell Vehicle,0,0,0
4184,QLD,Hybrid,23,35,51
4205,QLD,Internal Combustion Engine,3964,4140,4343
4205,QLD,Battery Electric Vehicle,3,3,5
4205,QLD,Hydrogen Cell Vehicle,0,0,0
4205,QLD,Hybrid,21,30,32
4207,QLD,Internal Combustion Engine,52163,54198,56677
4207,QLD,Battery Electric Vehicle,14,57,136
4207,QLD,Hydrogen Cell Vehicle,0,0,0
4207,QLD,Hybrid,289,418,618
4208,QLD,Internal Combustion Engine,18496,19264,20004
4208,QLD,Battery Electric Vehicle,9,36,81
4208,QLD,Hydrogen Cell Vehicle,0,0,0
4208,QLD,Hybrid,117,191,259
4209,QLD,Internal Combustion Engine,47404,50214,52306
4209,QLD,Battery Electric Vehicle,25,87,239
4209,QLD,Hydrogen Cell Vehicle,0,0,0
4209,QLD,Hybrid,324,503,699
4210,QLD,Internal Combustion Engine,17481,17754,18118
4210,QLD,Battery Electric Vehicle,20,49,107
4210,QLD,Hydrogen Cell Vehicle,0,0,0
4210,QLD,Hybrid,100,146,217
4211,QLD,Internal Combustion Engine,49675,50178,50650
4211,QLD,Battery Electric Vehicle,29,93,199
4211,QLD,Hydrogen Cell Vehicle,0,0,0
4211,QLD,Hybrid,450,565,752
4212,QLD,Internal Combustion Engine,25587,26701,27587
4212,QLD,Battery Electric Vehicle,71,145,291
4212,QLD,Hydrogen Cell Vehicle,0,0,0
4212,QLD,Hybrid,300,393,513
4213,QLD,Internal Combustion Engine,24792,24998,25451
4213,QLD,Battery Electric Vehicle,31,87,173
4213,QLD,Hydrogen Cell Vehicle,0,0,0
4213,QLD,Hybrid,185,235,308
4214,QLD,Internal Combustion Engine,32469,33058,33443
4214,QLD,Battery Electric Vehicle,20,78,172
4214,QLD,Hydrogen Cell Vehicle,0,0,0
4214,QLD,Hybrid,368,461,561
4215,QLD,Internal Combustion Engine,38899,40427,42185
4215,QLD,Battery Electric Vehicle,37,124,220
4215,QLD,Hydrogen Cell Vehicle,0,0,0
4215,QLD,Hybrid,531,714,932
4216,QLD,Internal Combustion Engine,30865,31064,31591
4216,QLD,Battery Electric Vehicle,41,106,207
4216,QLD,Hydrogen Cell Vehicle,0,0,0
4216,QLD,Hybrid,278,346,465
4217,QLD,Internal Combustion Engine,35431,35351,35281
4217,QLD,Battery Electric Vehicle,81,185,369
4217,QLD,Hydrogen Cell Vehicle,0,0,0
4217,QLD,Hybrid,500,646,785
4218,QLD,Internal Combustion Engine,26852,27557,27911
4218,QLD,Battery Electric Vehicle,50,127,221
4218,QLD,Hydrogen Cell Vehicle,0,0,0
4218,QLD,Hybrid,313,391,484
4220,QLD,Internal Combustion Engine,28445,28174,28318
4220,QLD,Battery Electric Vehicle,19,61,129
4220,QLD,Hydrogen Cell Vehicle,0,0,0
4220,QLD,Hybrid,223,327,422
4221,QLD,Internal Combustion Engine,22684,22734,22831
4221,QLD,Battery Electric Vehicle,28,53,112
4221,QLD,Hydrogen Cell Vehicle,0,0,0
4221,QLD,Hybrid,122,190,249
4223,QLD,Internal Combustion Engine,13420,13327,13335
4223,QLD,Battery Electric Vehicle,25,46,77
4223,QLD,Hydrogen Cell Vehicle,0,0,0
4223,QLD,Hybrid,111,155,195
4224,QLD,Internal Combustion Engine,5814,5931,6018
4224,QLD,Battery Electric Vehicle,5,9,13
4224,QLD,Hydrogen Cell Vehicle,0,0,0
4224,QLD,Hybrid,37,55,77
4225,QLD,Internal Combustion Engine,8423,8689,8852
4225,QLD,Battery Electric Vehicle,11,22,29
4225,QLD,Hydrogen Cell Vehicle,0,0,0
4225,QLD,Hybrid,71,100,153
4226,QLD,Internal Combustion Engine,26608,27124,27455
4226,QLD,Battery Electric Vehicle,23,73,177
4226,QLD,Hydrogen Cell Vehicle,0,0,0
4226,QLD,Hybrid,274,383,487
4227,QLD,Internal Combustion Engine,17170,17402,17624
4227,QLD,Battery Electric Vehicle,20,46,92
4227,QLD,Hydrogen Cell Vehicle,0,0,0
4227,QLD,Hybrid,196,243,330
4228,QLD,Internal Combustion Engine,4923,4965,4924
4228,QLD,Battery Electric Vehicle,7,16,20
4228,QLD,Hydrogen Cell Vehicle,0,0,0
4228,QLD,Hybrid,34,47,66
4270,QLD,Internal Combustion Engine,3944,4062,4191
4270,QLD,Battery Electric Vehicle,4,8,17
4270,QLD,Hydrogen Cell Vehicle,0,0,0
4270,QLD,Hybrid,22,24,26
4272,QLD,Internal Combustion Engine,6101,6234,6358
4272,QLD,Battery Electric Vehicle,16,32,43
4272,QLD,Hydrogen Cell Vehicle,0,0,0
4272,QLD,Hybrid,68,87,92
4275,QLD,Internal Combustion Engine,3375,3550,3651
4275,QLD,Battery Electric Vehicle,0,5,13
4275,QLD,Hydrogen Cell Vehicle,0,0,0
4275,QLD,Hybrid,19,23,39
4280,QLD,Internal Combustion Engine,16533,17476,18574
4280,QLD,Battery Electric Vehicle,4,10,28
4280,QLD,Hydrogen Cell Vehicle,0,0,0
4280,QLD,Hybrid,60,82,123
4285,QLD,Internal Combustion Engine,18404,18832,19593
4285,QLD,Battery Electric Vehicle,5,16,32
4285,QLD,Hydrogen Cell Vehicle,0,0,0
4285,QLD,Hybrid,129,176,239
4287,QLD,Internal Combustion Engine,677,696,725
4287,QLD,Battery Electric Vehicle,0,0,0
4287,QLD,Hydrogen Cell Vehicle,0,0,0
4287,QLD,Hybrid,4,4,3
4300,QLD,Internal Combustion Engine,48491,49702,50833
4300,QLD,Battery Electric Vehicle,41,95,215
4300,QLD,Hydrogen Cell Vehicle,0,0,0
4300,QLD,Hybrid,619,923,1241
4301,QLD,Internal Combustion Engine,21996,22816,24077
4301,QLD,Battery Electric Vehicle,5,19,46
4301,QLD,Hydrogen Cell Vehicle,0,0,0
4301,QLD,Hybrid,158,210,302
4303,QLD,Internal Combustion Engine,2590,2627,2733
4303,QLD,Battery Electric Vehicle,0,5,9
4303,QLD,Hydrogen Cell Vehicle,0,0,0
4303,QLD,Hybrid,15,14,20
4304,QLD,Internal Combustion Engine,12698,12981,13358
4304,QLD,Battery Electric Vehicle,3,19,28
4304,QLD,Hydrogen Cell Vehicle,0,0,0
4304,QLD,Hybrid,88,97,157
4305,QLD,Internal Combustion Engine,45761,46501,47509
4305,QLD,Battery Electric Vehicle,17,48,78
4305,QLD,Hydrogen Cell Vehicle,0,0,0
4305,QLD,Hybrid,234,326,490
4306,QLD,Internal Combustion Engine,33527,35500,37248
4306,QLD,Battery Electric Vehicle,15,38,110
4306,QLD,Hydrogen Cell Vehicle,0,0,0
4306,QLD,Hybrid,209,316,438
4307,QLD,Internal Combustion Engine,1483,1581,1595
4307,QLD,Battery Electric Vehicle,0,0,0
4307,QLD,Hydrogen Cell Vehicle,0,0,0
4307,QLD,Hybrid,4,9,12
4309,QLD,Internal Combustion Engine,2958,3066,3242
4309,QLD,Battery Electric Vehicle,0,0,4
4309,QLD,Hydrogen Cell Vehicle,0,0,0
4309,QLD,Hybrid,9,12,22
4310,QLD,Internal Combustion Engine,5212,5350,5513
4310,QLD,Battery Electric Vehicle,3,5,8
4310,QLD,Hydrogen Cell Vehicle,0,0,0
4310,QLD,Hybrid,22,27,42
4311,QLD,Internal Combustion Engine,8896,9140,9398
4311,QLD,Battery Electric Vehicle,0,0,6
4311,QLD,Hydrogen Cell Vehicle,0,0,0
4311,QLD,Hybrid,29,33,52
4312,QLD,Internal Combustion Engine,2539,2609,2660
4312,QLD,Battery Electric Vehicle,0,3,4
4312,QLD,Hydrogen Cell Vehicle,0,0,0
4312,QLD,Hybrid,6,7,14
4313,QLD,Internal Combustion Engine,1976,2066,2129
4313,QLD,Battery Electric Vehicle,0,0,3
4313,QLD,Hydrogen Cell Vehicle,0,0,0
4313,QLD,Hybrid,7,14,23
4314,QLD,Internal Combustion Engine,2365,2610,2826
4314,QLD,Battery Electric Vehicle,0,3,4
4314,QLD,Hydrogen Cell Vehicle,0,0,0
4314,QLD,Hybrid,9,10,14
4340,QLD,Internal Combustion Engine,4822,4919,5047
4340,QLD,Battery Electric Vehicle,0,5,6
4340,QLD,Hydrogen Cell Vehicle,0,0,0
4340,QLD,Hybrid,17,23,34
4341,QLD,Internal Combustion Engine,13110,13470,14125
4341,QLD,Battery Electric Vehicle,4,9,21
4341,QLD,Hydrogen Cell Vehicle,0,0,0
4341,QLD,Hybrid,58,85,107
4342,QLD,Internal Combustion Engine,2324,2414,2446
4342,QLD,Battery Electric Vehicle,3,3,3
4342,QLD,Hydrogen Cell Vehicle,0,0,0
4342,QLD,Hybrid,11,18,24
4343,QLD,Internal Combustion Engine,9912,10088,10280
4343,QLD,Battery Electric Vehicle,0,3,3
4343,QLD,Hydrogen Cell Vehicle,0,0,0
4343,QLD,Hybrid,62,82,112
4344,QLD,Internal Combustion Engine,2388,2436,2505
4344,QLD,Battery Electric Vehicle,0,0,0
4344,QLD,Hydrogen Cell Vehicle,0,0,0
4344,QLD,Hybrid,10,20,23
4346,QLD,Internal Combustion Engine,907,936,968
4346,QLD,Battery Electric Vehicle,0,3,3
4346,QLD,Hydrogen Cell Vehicle,0,0,0
4346,QLD,Hybrid,10,12,13
4347,QLD,Internal Combustion Engine,1360,1360,1400
4347,QLD,Battery Electric Vehicle,0,0,0
4347,QLD,Hydrogen Cell Vehicle,0,0,0
4347,QLD,Hybrid,10,13,19
4350,QLD,Internal Combustion Engine,85839,87602,90065
4350,QLD,Battery Electric Vehicle,39,95,193
4350,QLD,Hydrogen Cell Vehicle,0,0,0
4350,QLD,Hybrid,783,1183,1659
4352,QLD,Internal Combustion Engine,25319,26405,27459
4352,QLD,Battery Electric Vehicle,9,17,38
4352,QLD,Hydrogen Cell Vehicle,0,0,0
4352,QLD,Hybrid,157,244,329
4353,QLD,Internal Combustion Engine,334,337,347
4353,QLD,Battery Electric Vehicle,0,0,0
4353,QLD,Hydrogen Cell Vehicle,0,0,0
4353,QLD,Hybrid,0,0,0
4354,QLD,Internal Combustion Engine,1067,1062,1108
4354,QLD,Battery Electric Vehicle,0,0,0
4354,QLD,Hydrogen Cell Vehicle,0,0,0
4354,QLD,Hybrid,0,5,9
4355,QLD,Internal Combustion Engine,2321,2395,2471
4355,QLD,Battery Electric Vehicle,0,0,3
4355,QLD,Hydrogen Cell Vehicle,0,0,0
4355,QLD,Hybrid,10,12,19
4356,QLD,Internal Combustion Engine,4636,4609,4738
4356,QLD,Battery Electric Vehicle,0,0,0
4356,QLD,Hydrogen Cell Vehicle,0,0,0
4356,QLD,Hybrid,14,25,42
4357,QLD,Internal Combustion Engine,2474,2522,2619
4357,QLD,Battery Electric Vehicle,0,0,0
4357,QLD,Hydrogen Cell Vehicle,0,0,0
4357,QLD,Hybrid,6,10,13
4358,QLD,Internal Combustion Engine,2296,2392,2483
4358,QLD,Battery Electric Vehicle,0,0,0
4358,QLD,Hydrogen Cell Vehicle,0,0,0
4358,QLD,Hybrid,11,12,19
4359,QLD,Internal Combustion Engine,1166,1205,1249
4359,QLD,Battery Electric Vehicle,0,3,3
4359,QLD,Hydrogen Cell Vehicle,0,0,0
4359,QLD,Hybrid,6,4,9
4360,QLD,Internal Combustion Engine,584,553,580
4360,QLD,Battery Electric Vehicle,0,3,3
4360,QLD,Hydrogen Cell Vehicle,0,0,0
4360,QLD,Hybrid,5,6,8
4361,QLD,Internal Combustion Engine,2505,2548,2625
4361,QLD,Battery Electric Vehicle,0,0,0
4361,QLD,Hydrogen Cell Vehicle,0,0,0
4361,QLD,Hybrid,12,14,16
4362,QLD,Internal Combustion Engine,2361,2400,2459
4362,QLD,Battery Electric Vehicle,0,0,0
4362,QLD,Hydrogen Cell Vehicle,0,0,0
4362,QLD,Hybrid,6,13,24
4363,QLD,Internal Combustion Engine,614,662,666
4363,QLD,Battery Electric Vehicle,0,0,0
4363,QLD,Hydrogen Cell Vehicle,0,0,0
4363,QLD,Hybrid,0,0,6
4364,QLD,Internal Combustion Engine,244,259,269
4364,QLD,Battery Electric Vehicle,0,0,0
4364,QLD,Hydrogen Cell Vehicle,0,0,0
4364,QLD,Hybrid,3,0,3
4365,QLD,Internal Combustion Engine,506,505,536
4365,QLD,Battery Electric Vehicle,0,0,0
4365,QLD,Hydrogen Cell Vehicle,0,0,0
4365,QLD,Hybrid,3,3,3
4370,QLD,Internal Combustion Engine,15785,16147,16788
4370,QLD,Battery Electric Vehicle,3,3,10
4370,QLD,Hydrogen Cell Vehicle,0,0,0
4370,QLD,Hybrid,57,88,120
4371,QLD,Internal Combustion Engine,668,694,716
4371,QLD,Battery Electric Vehicle,0,0,0
4371,QLD,Hydrogen Cell Vehicle,0,0,0
4371,QLD,Hybrid,4,4,5
4372,QLD,Internal Combustion Engine,158,169,172
4372,QLD,Battery Electric Vehicle,0,0,0
4372,QLD,Hydrogen Cell Vehicle,0,0,0
4372,QLD,Hybrid,0,0,3
4373,QLD,Internal Combustion Engine,1036,1041,1041
4373,QLD,Battery Electric Vehicle,0,0,3
4373,QLD,Hydrogen Cell Vehicle,0,0,0
4373,QLD,Hybrid,3,3,4
4374,QLD,Internal Combustion Engine,416,447,440
4374,QLD,Battery Electric Vehicle,0,0,0
4374,QLD,Hydrogen Cell Vehicle,0,0,0
4374,QLD,Hybrid,0,3,3
4375,QLD,Internal Combustion Engine,228,224,214
4375,QLD,Battery Electric Vehicle,0,0,0
4375,QLD,Hydrogen Cell Vehicle,0,0,0
4375,QLD,Hybrid,0,3,0
4376,QLD,Internal Combustion Engine,356,344,363
4376,QLD,Battery Electric Vehicle,0,0,0
4376,QLD,Hydrogen Cell Vehicle,0,0,0
4376,QLD,Hybrid,0,0,0
4377,QLD,Internal Combustion Engine,573,559,573
4377,QLD,Battery Electric Vehicle,0,0,0
4377,QLD,Hydrogen Cell Vehicle,0,0,0
4377,QLD,Hybrid,0,0,0
4378,QLD,Internal Combustion Engine,506,531,531
4378,QLD,Battery Electric Vehicle,0,0,0
4378,QLD,Hydrogen Cell Vehicle,0,0,0
4378,QLD,Hybrid,0,3,3
4380,QLD,Internal Combustion Engine,6971,7081,7265
4380,QLD,Battery Electric Vehicle,0,3,5
4380,QLD,Hydrogen Cell Vehicle,0,0,0
4380,QLD,Hybrid,32,41,51
4381,QLD,Internal Combustion Engine,506,544,550
4381,QLD,Battery Electric Vehicle,0,0,0
4381,QLD,Hydrogen Cell Vehicle,0,0,0
4381,QLD,Hybrid,0,3,0
4382,QLD,Internal Combustion Engine,528,532,528
4382,QLD,Battery Electric Vehicle,0,0,3
4382,QLD,Hydrogen Cell Vehicle,0,0,0
4382,QLD,Hybrid,3,0,3
4383,QLD,Internal Combustion Engine,546,547,582
4383,QLD,Battery Electric Vehicle,0,0,0
4383,QLD,Hydrogen Cell Vehicle,0,0,0
4383,QLD,Hybrid,3,0,3
4384,QLD,Internal Combustion Engine,30,33,41
4384,QLD,Battery Electric Vehicle,0,0,0
4384,QLD,Hydrogen Cell Vehicle,0,0,0
4384,QLD,Hybrid,0,0,0
4385,QLD,Internal Combustion Engine,1169,1141,1163
4385,QLD,Battery Electric Vehicle,0,0,0
4385,QLD,Hydrogen Cell Vehicle,0,0,0
4385,QLD,Hybrid,0,3,3
4387,QLD,Internal Combustion Engine,1145,1189,1188
4387,QLD,Battery Electric Vehicle,0,0,0
4387,QLD,Hydrogen Cell Vehicle,0,0,0
4387,QLD,Hybrid,3,5,4
4388,QLD,Internal Combustion Engine,428,418,399
4388,QLD,Battery Electric Vehicle,0,0,0
4388,QLD,Hydrogen Cell Vehicle,0,0,0
4388,QLD,Hybrid,0,0,3
4390,QLD,Internal Combustion Engine,6790,6979,7246
4390,QLD,Battery Electric Vehicle,0,0,0
4390,QLD,Hydrogen Cell Vehicle,0,0,0
4390,QLD,Hybrid,24,49,63
4400,QLD,Internal Combustion Engine,1771,1791,1833
4400,QLD,Battery Electric Vehicle,0,0,3
4400,QLD,Hydrogen Cell Vehicle,0,0,0
4400,QLD,Hybrid,6,8,14
4401,QLD,Internal Combustion Engine,4537,4662,4781
4401,QLD,Battery Electric Vehicle,0,0,3
4401,QLD,Hydrogen Cell Vehicle,0,0,0
4401,QLD,Hybrid,27,34,50
4402,QLD,Internal Combustion Engine,291,316,338
4402,QLD,Battery Electric Vehicle,0,0,0
4402,QLD,Hydrogen Cell Vehicle,0,0,0
4402,QLD,Hybrid,0,0,0
4403,QLD,Internal Combustion Engine,774,783,821
4403,QLD,Battery Electric Vehicle,0,0,0
4403,QLD,Hydrogen Cell Vehicle,0,0,0
4403,QLD,Hybrid,3,5,5
4404,QLD,Internal Combustion Engine,471,478,476
4404,QLD,Battery Electric Vehicle,0,0,0
4404,QLD,Hydrogen Cell Vehicle,0,0,0
4404,QLD,Hybrid,0,0,3
4405,QLD,Internal Combustion Engine,11951,12073,12445
4405,QLD,Battery Electric Vehicle,3,4,14
4405,QLD,Hydrogen Cell Vehicle,0,0,0
4405,QLD,Hybrid,83,90,143
4406,QLD,Internal Combustion Engine,1396,1456,1494
