Postcode,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
3856,VIC,Battery Electric Vehicle,0,0,0
3856,VIC,Hydrogen Cell Vehicle,0,0,0
3856,VIC,Hybrid,3,3,3
3857,VIC,Internal Combustion Engine,416,417,390
3857,VIC,Battery Electric Vehicle,0,0,0
3857,VIC,Hydrogen Cell Vehicle,0,0,0
3857,VIC,Hybrid,3,0,0
3858,VIC,Internal Combustion Engine,3002,3176,3266
3858,VIC,Battery Electric Vehicle,0,0,0
3858,VIC,Hydrogen Cell Vehicle,0,0,0
3858,VIC,Hybrid,7,11,22
3859,VIC,Internal Combustion Engine,902,905,957
3859,VIC,Battery Electric Vehicle,0,0,0
3859,VIC,Hydrogen Cell Vehicle,0,0,0
3859,VIC,Hybrid,3,3,6
3860,VIC,Internal Combustion Engine,7121,7228,7278
3860,VIC,Battery Electric Vehicle,0,3,3
3860,VIC,Hydrogen Cell Vehicle,0,0,0
3860,VIC,Hybrid,26,44,56
3862,VIC,Internal Combustion Engine,3221,3414,3528
3862,VIC,Battery Electric Vehicle,3,0,0
3862,VIC,Hydrogen Cell Vehicle,0,0,0
3862,VIC,Hybrid,12,22,29
3864,VIC,Internal Combustion Engine,242,240,253
3864,VIC,Battery Electric Vehicle,0,0,0
3864,VIC,Hydrogen Cell Vehicle,0,0,0
3864,VIC,Hybrid,0,3,3
3865,VIC,Internal Combustion Engine,572,565,571
3865,VIC,Battery Electric Vehicle,0,0,0
3865,VIC,Hydrogen Cell Vehicle,0,0,0
3865,VIC,Hybrid,3,3,3
3869,VIC,Internal Combustion Engine,1684,1734,1790
3869,VIC,Battery Electric Vehicle,0,3,6
3869,VIC,Hydrogen Cell Vehicle,0,0,0
3869,VIC,Hybrid,9,14,16
3870,VIC,Internal Combustion Engine,1359,1361,1367
3870,VIC,Battery Electric Vehicle,0,0,0
3870,VIC,Hydrogen Cell Vehicle,0,0,0
3870,VIC,Hybrid,3,5,5
3871,VIC,Internal Combustion Engine,2767,2777,2785
3871,VIC,Battery Electric Vehicle,3,3,5
3871,VIC,Hydrogen Cell Vehicle,0,0,0
3871,VIC,Hybrid,5,9,16
3873,VIC,Internal Combustion Engine,335,351,351
3873,VIC,Battery Electric Vehicle,3,3,0
3873,VIC,Hydrogen Cell Vehicle,0,0,0
3873,VIC,Hybrid,0,0,0
3874,VIC,Internal Combustion Engine,701,691,709
3874,VIC,Battery Electric Vehicle,0,0,0
3874,VIC,Hydrogen Cell Vehicle,0,0,0
3874,VIC,Hybrid,6,6,10
3875,VIC,Internal Combustion Engine,18110,18659,18791
3875,VIC,Battery Electric Vehicle,7,12,28
3875,VIC,Hydrogen Cell Vehicle,0,0,0
3875,VIC,Hybrid,87,135,176
3878,VIC,Internal Combustion Engine,1173,1230,1227
3878,VIC,Battery Electric Vehicle,0,3,3
3878,VIC,Hydrogen Cell Vehicle,0,0,0
3878,VIC,Hybrid,8,11,13
3880,VIC,Internal Combustion Engine,3943,4103,4122
3880,VIC,Battery Electric Vehicle,4,4,7
3880,VIC,Hydrogen Cell Vehicle,0,0,0
3880,VIC,Hybrid,21,27,43
3882,VIC,Internal Combustion Engine,1224,1277,1354
3882,VIC,Battery Electric Vehicle,0,0,0
3882,VIC,Hydrogen Cell Vehicle,0,0,0
3882,VIC,Hybrid,3,5,6
3885,VIC,Internal Combustion Engine,2002,1987,2019
3885,VIC,Battery Electric Vehicle,0,3,0
3885,VIC,Hydrogen Cell Vehicle,0,0,0
3885,VIC,Hybrid,4,5,6
3886,VIC,Internal Combustion Engine,434,420,410
3886,VIC,Battery Electric Vehicle,0,0,3
3886,VIC,Hydrogen Cell Vehicle,0,0,0
3886,VIC,Hybrid,3,5,5
3887,VIC,Internal Combustion Engine,378,379,370
3887,VIC,Battery Electric Vehicle,0,0,0
3887,VIC,Hydrogen Cell Vehicle,0,0,0
3887,VIC,Hybrid,0,3,3
3888,VIC,Internal Combustion Engine,3417,3459,3543
3888,VIC,Battery Electric Vehicle,0,0,0
3888,VIC,Hydrogen Cell Vehicle,0,0,0
3888,VIC,Hybrid,7,15,16
3889,VIC,Internal Combustion Engine,231,238,232
3889,VIC,Battery Electric Vehicle,0,0,0
3889,VIC,Hydrogen Cell Vehicle,0,0,0
3889,VIC,Hybrid,0,0,0
3890,VIC,Internal Combustion Engine,369,375,388
3890,VIC,Battery Electric Vehicle,0,0,0
3890,VIC,Hydrogen Cell Vehicle,0,0,0
3890,VIC,Hybrid,3,3,3
3891,VIC,Internal Combustion Engine,181,181,176
3891,VIC,Battery Electric Vehicle,0,0,0
3891,VIC,Hydrogen Cell Vehicle,0,0,0
3891,VIC,Hybrid,0,0,0
3892,VIC,Internal Combustion Engine,1163,1186,1172
3892,VIC,Battery Electric Vehicle,0,0,0
3892,VIC,Hydrogen Cell Vehicle,0,0,0
3892,VIC,Hybrid,3,0,5
3893,VIC,Internal Combustion Engine,24,29,38
3893,VIC,Battery Electric Vehicle,0,0,0
3893,VIC,Hydrogen Cell Vehicle,0,0,0
3893,VIC,Hybrid,0,0,0
3895,VIC,Internal Combustion Engine,224,218,222
3895,VIC,Battery Electric Vehicle,0,0,0
3895,VIC,Hydrogen Cell Vehicle,0,0,0
3895,VIC,Hybrid,0,0,0
3896,VIC,Internal Combustion Engine,467,481,471
3896,VIC,Battery Electric Vehicle,0,0,0
3896,VIC,Hydrogen Cell Vehicle,0,0,0
3896,VIC,Hybrid,0,0,3
3898,VIC,Internal Combustion Engine,781,820,778
3898,VIC,Battery Electric Vehicle,0,0,0
3898,VIC,Hydrogen Cell Vehicle,0,0,0
3898,VIC,Hybrid,0,0,0
3900,VIC,Internal Combustion Engine,250,263,267
3900,VIC,Battery Electric Vehicle,0,0,0
3900,VIC,Hydrogen Cell Vehicle,0,0,0
3900,VIC,Hybrid,3,0,3
3902,VIC,Internal Combustion Engine,430,450,458
3902,VIC,Battery Electric Vehicle,0,0,0
3902,VIC,Hydrogen Cell Vehicle,0,0,0
3902,VIC,Hybrid,0,3,3
3903,VIC,Internal Combustion Engine,819,867,889
3903,VIC,Battery Electric Vehicle,0,0,0
3903,VIC,Hydrogen Cell Vehicle,0,0,0
3903,VIC,Hybrid,0,3,5
3904,VIC,Internal Combustion Engine,1745,1859,1916
3904,VIC,Battery Electric Vehicle,0,3,3
3904,VIC,Hydrogen Cell Vehicle,0,0,0
3904,VIC,Hybrid,11,14,16
3909,VIC,Internal Combustion Engine,7348,7544,7567
3909,VIC,Battery Electric Vehicle,0,3,6
3909,VIC,Hydrogen Cell Vehicle,0,0,0
3909,VIC,Hybrid,34,48,61
3910,VIC,Internal Combustion Engine,17586,17631,17607
3910,VIC,Battery Electric Vehicle,7,16,35
3910,VIC,Hydrogen Cell Vehicle,0,0,0
3910,VIC,Hybrid,86,130,164
3911,VIC,Internal Combustion Engine,3146,3205,3108
3911,VIC,Battery Electric Vehicle,3,4,10
3911,VIC,Hydrogen Cell Vehicle,0,0,0
3911,VIC,Hybrid,3,5,12
3912,VIC,Internal Combustion Engine,13028,13071,13162
3912,VIC,Battery Electric Vehicle,4,11,20
3912,VIC,Hydrogen Cell Vehicle,0,0,0
3912,VIC,Hybrid,56,75,115
3913,VIC,Internal Combustion Engine,3191,3159,3156
3913,VIC,Battery Electric Vehicle,0,3,4
3913,VIC,Hydrogen Cell Vehicle,0,0,0
3913,VIC,Hybrid,14,16,27
3915,VIC,Internal Combustion Engine,8087,8173,8220
3915,VIC,Battery Electric Vehicle,4,4,12
3915,VIC,Hydrogen Cell Vehicle,0,0,0
3915,VIC,Hybrid,26,42,61
3916,VIC,Internal Combustion Engine,1050,1103,1084
3916,VIC,Battery Electric Vehicle,6,12,19
3916,VIC,Hydrogen Cell Vehicle,0,0,0
3916,VIC,Hybrid,9,15,17
3918,VIC,Internal Combustion Engine,3592,3635,3618
3918,VIC,Battery Electric Vehicle,0,4,8
3918,VIC,Hydrogen Cell Vehicle,0,0,0
3918,VIC,Hybrid,18,25,40
3919,VIC,Internal Combustion Engine,2567,2522,2592
3919,VIC,Battery Electric Vehicle,3,3,4
3919,VIC,Hydrogen Cell Vehicle,0,0,0
3919,VIC,Hybrid,8,16,24
3920,VIC,Internal Combustion Engine,500,522,494
3920,VIC,Battery Electric Vehicle,0,0,0
3920,VIC,Hydrogen Cell Vehicle,0,0,0
3920,VIC,Hybrid,0,0,0
3921,VIC,Internal Combustion Engine,165,177,175
3921,VIC,Battery Electric Vehicle,0,0,0
3921,VIC,Hydrogen Cell Vehicle,0,0,0
3921,VIC,Hybrid,0,0,0
3922,VIC,Internal Combustion Engine,8665,9580,9574
3922,VIC,Battery Electric Vehicle,3,13,30
3922,VIC,Hydrogen Cell Vehicle,0,0,0
3922,VIC,Hybrid,84,108,127
3923,VIC,Internal Combustion Engine,744,849,816
3923,VIC,Battery Electric Vehicle,0,3,3
3923,VIC,Hydrogen Cell Vehicle,0,0,0
3923,VIC,Hybrid,4,8,12
3925,VIC,Internal Combustion Engine,3727,4041,4093
3925,VIC,Battery Electric Vehicle,3,4,11
3925,VIC,Hydrogen Cell Vehicle,0,0,0
3925,VIC,Hybrid,27,42,60
3926,VIC,Internal Combustion Engine,2977,3045,3014
3926,VIC,Battery Electric Vehicle,5,11,19
3926,VIC,Hydrogen Cell Vehicle,0,0,0
3926,VIC,Hybrid,29,37,51
3927,VIC,Internal Combustion Engine,1509,1551,1514
3927,VIC,Battery Electric Vehicle,7,10,15
3927,VIC,Hydrogen Cell Vehicle,0,0,0
3927,VIC,Hybrid,14,20,27
3928,VIC,Internal Combustion Engine,540,562,524
3928,VIC,Battery Electric Vehicle,3,5,9
3928,VIC,Hydrogen Cell Vehicle,0,0,0
3928,VIC,Hybrid,5,4,5
3929,VIC,Internal Combustion Engine,1079,1197,1181
3929,VIC,Battery Electric Vehicle,4,14,24
3929,VIC,Hydrogen Cell Vehicle,0,0,0
3929,VIC,Hybrid,15,16,16
3930,VIC,Internal Combustion Engine,14282,14169,14074
3930,VIC,Battery Electric Vehicle,29,53,110
3930,VIC,Hydrogen Cell Vehicle,0,0,0
3930,VIC,Hybrid,101,161,193
3931,VIC,Internal Combustion Engine,21172,21096,21084
3931,VIC,Battery Electric Vehicle,22,53,94
3931,VIC,Hydrogen Cell Vehicle,0,0,0
3931,VIC,Hybrid,145,200,249
3933,VIC,Internal Combustion Engine,1143,1132,1117
3933,VIC,Battery Electric Vehicle,3,3,4
3933,VIC,Hydrogen Cell Vehicle,0,0,0
3933,VIC,Hybrid,5,6,7
3934,VIC,Internal Combustion Engine,14558,14688,14724
3934,VIC,Battery Electric Vehicle,17,45,97
3934,VIC,Hydrogen Cell Vehicle,0,0,0
3934,VIC,Hybrid,106,139,188
3936,VIC,Internal Combustion Engine,11019,11367,11295
3936,VIC,Battery Electric Vehicle,12,28,57
3936,VIC,Hydrogen Cell Vehicle,0,0,0
3936,VIC,Hybrid,85,99,122
3937,VIC,Internal Combustion Engine,1541,1589,1520
3937,VIC,Battery Electric Vehicle,4,10,23
3937,VIC,Hydrogen Cell Vehicle,0,0,0
3937,VIC,Hybrid,17,21,21
3938,VIC,Internal Combustion Engine,2988,3019,2997
3938,VIC,Battery Electric Vehicle,3,9,15
3938,VIC,Hydrogen Cell Vehicle,0,0,0
3938,VIC,Hybrid,25,28,38
3939,VIC,Internal Combustion Engine,12958,13145,13017
3939,VIC,Battery Electric Vehicle,7,22,41
3939,VIC,Hydrogen Cell Vehicle,0,0,0
3939,VIC,Hybrid,87,120,161
3940,VIC,Internal Combustion Engine,3766,3775,3765
3940,VIC,Battery Electric Vehicle,3,3,4
3940,VIC,Hydrogen Cell Vehicle,0,0,0
3940,VIC,Hybrid,19,26,28
3941,VIC,Internal Combustion Engine,11686,12040,11717
3941,VIC,Battery Electric Vehicle,8,21,40
3941,VIC,Hydrogen Cell Vehicle,0,0,0
3941,VIC,Hybrid,56,76,103
3942,VIC,Internal Combustion Engine,2672,2833,2767
3942,VIC,Battery Electric Vehicle,0,10,25
3942,VIC,Hydrogen Cell Vehicle,0,0,0
3942,VIC,Hybrid,21,28,39
3943,VIC,Internal Combustion Engine,2042,2219,2165
3943,VIC,Battery Electric Vehicle,10,18,25
3943,VIC,Hydrogen Cell Vehicle,0,0,0
3943,VIC,Hybrid,18,23,36
3944,VIC,Internal Combustion Engine,1037,1195,1143
3944,VIC,Battery Electric Vehicle,5,10,17
3944,VIC,Hydrogen Cell Vehicle,0,0,0
3944,VIC,Hybrid,4,9,12
3945,VIC,Internal Combustion Engine,1014,1036,1033
3945,VIC,Battery Electric Vehicle,3,0,4
3945,VIC,Hydrogen Cell Vehicle,0,0,0
3945,VIC,Hybrid,7,13,15
3946,VIC,Internal Combustion Engine,265,271,277
3946,VIC,Battery Electric Vehicle,0,0,0
3946,VIC,Hydrogen Cell Vehicle,0,0,0
3946,VIC,Hybrid,3,3,3
3950,VIC,Internal Combustion Engine,4472,4562,4617
3950,VIC,Battery Electric Vehicle,0,3,5
3950,VIC,Hydrogen Cell Vehicle,0,0,0
3950,VIC,Hybrid,16,30,38
3951,VIC,Internal Combustion Engine,1069,1090,1085
3951,VIC,Battery Electric Vehicle,0,4,6
3951,VIC,Hydrogen Cell Vehicle,0,0,0
3951,VIC,Hybrid,10,9,8
3953,VIC,Internal Combustion Engine,7508,7632,7734
3953,VIC,Battery Electric Vehicle,6,8,11
3953,VIC,Hydrogen Cell Vehicle,0,0,0
3953,VIC,Hybrid,38,64,80
3954,VIC,Internal Combustion Engine,365,387,385
3954,VIC,Battery Electric Vehicle,0,3,0
3954,VIC,Hydrogen Cell Vehicle,0,0,0
3954,VIC,Hybrid,0,3,3
3956,VIC,Internal Combustion Engine,2957,3191,3188
3956,VIC,Battery Electric Vehicle,3,3,4
3956,VIC,Hydrogen Cell Vehicle,0,0,0
3956,VIC,Hybrid,18,27,42
3957,VIC,Internal Combustion Engine,345,359,356
3957,VIC,Battery Electric Vehicle,0,3,3
3957,VIC,Hydrogen Cell Vehicle,0,0,0
3957,VIC,Hybrid,3,3,4
3958,VIC,Internal Combustion Engine,278,280,273
3958,VIC,Battery Electric Vehicle,0,0,0
3958,VIC,Hydrogen Cell Vehicle,0,0,0
3958,VIC,Hybrid,0,0,3
3959,VIC,Internal Combustion Engine,1300,1365,1358
3959,VIC,Battery Electric Vehicle,0,0,7
3959,VIC,Hydrogen Cell Vehicle,0,0,0
3959,VIC,Hybrid,8,10,12
3960,VIC,Internal Combustion Engine,2654,2732,2739
3960,VIC,Battery Electric Vehicle,3,3,5
3960,VIC,Hydrogen Cell Vehicle,0,0,0
3960,VIC,Hybrid,22,23,29
3962,VIC,Internal Combustion Engine,971,1005,991
3962,VIC,Battery Electric Vehicle,0,0,0
3962,VIC,Hydrogen Cell Vehicle,0,0,0
3962,VIC,Hybrid,11,15,15
3964,VIC,Internal Combustion Engine,185,183,199
3964,VIC,Battery Electric Vehicle,0,0,0
3964,VIC,Hydrogen Cell Vehicle,0,0,0
3964,VIC,Hybrid,3,3,5
3965,VIC,Internal Combustion Engine,230,255,255
3965,VIC,Battery Electric Vehicle,3,3,3
3965,VIC,Hydrogen Cell Vehicle,0,0,0
3965,VIC,Hybrid,0,0,3
3966,VIC,Internal Combustion Engine,612,619,621
3966,VIC,Battery Electric Vehicle,0,0,0
3966,VIC,Hydrogen Cell Vehicle,0,0,0
3966,VIC,Hybrid,0,0,3
3967,VIC,Internal Combustion Engine,141,133,138
3967,VIC,Battery Electric Vehicle,0,0,0
3967,VIC,Hydrogen Cell Vehicle,0,0,0
3967,VIC,Hybrid,0,0,0
3971,VIC,Internal Combustion Engine,4166,4223,4213
3971,VIC,Battery Electric Vehicle,0,3,3
3971,VIC,Hydrogen Cell Vehicle,0,0,0
3971,VIC,Hybrid,29,30,36
3975,VIC,Internal Combustion Engine,10747,10817,11199
3975,VIC,Battery Electric Vehicle,4,17,41
3975,VIC,Hydrogen Cell Vehicle,0,0,0
3975,VIC,Hybrid,137,190,261
3976,VIC,Internal Combustion Engine,16538,16432,16384
3976,VIC,Battery Electric Vehicle,3,8,18
3976,VIC,Hydrogen Cell Vehicle,0,0,0
3976,VIC,Hybrid,162,205,240
3977,VIC,Internal Combustion Engine,74372,76288,78413
3977,VIC,Battery Electric Vehicle,30,87,222
3977,VIC,Hydrogen Cell Vehicle,0,0,0
3977,VIC,Hybrid,736,1008,1373
3978,VIC,Internal Combustion Engine,23139,26574,30081
3978,VIC,Battery Electric Vehicle,10,37,128
3978,VIC,Hydrogen Cell Vehicle,0,0,0
3978,VIC,Hybrid,393,590,926
3979,VIC,Internal Combustion Engine,383,393,391
3979,VIC,Battery Electric Vehicle,0,3,0
3979,VIC,Hydrogen Cell Vehicle,0,0,0
3979,VIC,Hybrid,0,5,5
3980,VIC,Internal Combustion Engine,2987,3024,3068
3980,VIC,Battery Electric Vehicle,0,0,6
3980,VIC,Hydrogen Cell Vehicle,0,0,0
3980,VIC,Hybrid,10,14,15
3981,VIC,Internal Combustion Engine,4591,4653,4726
3981,VIC,Battery Electric Vehicle,0,0,3
3981,VIC,Hydrogen Cell Vehicle,0,0,0
3981,VIC,Hybrid,6,19,23
3984,VIC,Internal Combustion Engine,6390,6881,7132
3984,VIC,Battery Electric Vehicle,8,9,13
3984,VIC,Hydrogen Cell Vehicle,0,0,0
3984,VIC,Hybrid,23,36,50
3987,VIC,Internal Combustion Engine,1543,1611,1592
3987,VIC,Battery Electric Vehicle,3,0,0
3987,VIC,Hydrogen Cell Vehicle,0,0,0
3987,VIC,Hybrid,7,11,16
3988,VIC,Internal Combustion Engine,1100,1152,1168
3988,VIC,Battery Electric Vehicle,0,0,0
3988,VIC,Hydrogen Cell Vehicle,0,0,0
3988,VIC,Hybrid,3,3,6
3990,VIC,Internal Combustion Engine,172,174,166
3990,VIC,Battery Electric Vehicle,0,0,0
3990,VIC,Hydrogen Cell Vehicle,0,0,0
3990,VIC,Hybrid,0,0,0
3991,VIC,Internal Combustion Engine,465,469,467
3991,VIC,Battery Electric Vehicle,0,0,0
3991,VIC,Hydrogen Cell Vehicle,0,0,0
3991,VIC,Hybrid,3,0,0
3992,VIC,Internal Combustion Engine,1003,1118,1169
3992,VIC,Battery Electric Vehicle,0,0,3
3992,VIC,Hydrogen Cell Vehicle,0,0,0
3992,VIC,Hybrid,5,11,14
3995,VIC,Internal Combustion Engine,9685,10091,10219
3995,VIC,Battery Electric Vehicle,12,20,39
3995,VIC,Hydrogen Cell Vehicle,0,0,0
3995,VIC,Hybrid,60,96,130
3996,VIC,Internal Combustion Engine,5601,5942,5871
3996,VIC,Battery Electric Vehicle,5,13,25
3996,VIC,Hydrogen Cell Vehicle,0,0,0
3996,VIC,Hybrid,48,67,90
4000,QLD,Internal Combustion Engine,23254,23286,23863
4000,QLD,Battery Electric Vehicle,62,141,293
4000,QLD,Hydrogen Cell Vehicle,0,0,0
4000,QLD,Hybrid,1655,2511,2912
4005,QLD,Internal Combustion Engine,10516,10604,10648
4005,QLD,Battery Electric Vehicle,47,97,143
4005,QLD,Hydrogen Cell Vehicle,0,0,0
4005,QLD,Hybrid,133,188,229
4006,QLD,Internal Combustion Engine,19739,20598,21046
4006,QLD,Battery Electric Vehicle,69,169,294
4006,QLD,Hydrogen Cell Vehicle,0,0,0
4006,QLD,Hybrid,388,487,652
4007,QLD,Internal Combustion Engine,11307,11928,12220
4007,QLD,Battery Electric Vehicle,32,74,129
4007,QLD,Hydrogen Cell Vehicle,0,0,0
4007,QLD,Hybrid,204,251,274
4008,QLD,Internal Combustion Engine,14657,17030,19969
4008,QLD,Battery Electric Vehicle,3,7,92
4008,QLD,Hydrogen Cell Vehicle,0,0,0
4008,QLD,Hybrid,905,1812,2727
4009,QLD,Internal Combustion Engine,11377,10858,13578
4009,QLD,Battery Electric Vehicle,5,23,67
4009,QLD,Hydrogen Cell Vehicle,0,0,0
4009,QLD,Hybrid,160,210,528
4010,QLD,Internal Combustion Engine,3353,3577,3777
4010,QLD,Battery Electric Vehicle,4,6,24
4010,QLD,Hydrogen Cell Vehicle,0,0,0
4010,QLD,Hybrid,190,210,237
4011,QLD,Internal Combustion Engine,12878,12387,12996
4011,QLD,Battery Electric Vehicle,24,45,91
4011,QLD,Hydrogen Cell Vehicle,0,0,0
4011,QLD,Hybrid,149,200,232
4012,QLD,Internal Combustion Engine,15318,15543,15653
4012,QLD,Battery Electric Vehicle,11,32,66
4012,QLD,Hydrogen Cell Vehicle,0,0,0
4012,QLD,Hybrid,176,218,282
4013,QLD,Internal Combustion Engine,4820,4759,4792
4013,QLD,Battery Electric Vehicle,3,9,21
4013,QLD,Hydrogen Cell Vehicle,0,0,0
4013,QLD,Hybrid,45,55,77
4014,QLD,Internal Combustion Engine,11141,11439,12067
4014,QLD,Battery Electric Vehicle,18,43,68
4014,QLD,Hydrogen Cell Vehicle,0,0,0
4014,QLD,Hybrid,128,167,248
4017,QLD,Internal Combustion Engine,26122,26347,26393
4017,QLD,Battery Electric Vehicle,17,35,87
4017,QLD,Hydrogen Cell Vehicle,0,0,0
4017,QLD,Hybrid,248,326,406
4018,QLD,Internal Combustion Engine,8346,8410,8470
4018,QLD,Battery Electric Vehicle,6,19,38
4018,QLD,Hydrogen Cell Vehicle,0,0,0
4018,QLD,Hybrid,150,187,228
4019,QLD,Internal Combustion Engine,16142,16402,16224
4019,QLD,Battery Electric Vehicle,4,14,30
4019,QLD,Hydrogen Cell Vehicle,0,0,0
4019,QLD,Hybrid,72,119,164
4020,QLD,Internal Combustion Engine,18757,19533,19868
4020,QLD,Battery Electric Vehicle,27,52,109
4020,QLD,Hydrogen Cell Vehicle,0,0,0
4020,QLD,Hybrid,159,227,336
4021,QLD,Internal Combustion Engine,6929,6845,6852
4021,QLD,Battery Electric Vehicle,3,0,8
4021,QLD,Hydrogen Cell Vehicle,0,0,0
4021,QLD,Hybrid,30,37,49
4022,QLD,Internal Combustion Engine,5052,5215,5329
4022,QLD,Battery Electric Vehicle,3,6,14
4022,QLD,Hydrogen Cell Vehicle,0,0,0
4022,QLD,Hybrid,42,54,64
4025,QLD,Internal Combustion Engine,307,326,324
4025,QLD,Battery Electric Vehicle,0,0,0
4025,QLD,Hydrogen Cell Vehicle,0,0,0
4025,QLD,Hybrid,0,0,0
4030,QLD,Internal Combustion Engine,11808,11834,11896
4030,QLD,Battery Electric Vehicle,28,54,89
4030,QLD,Hydrogen Cell Vehicle,0,0,0
4030,QLD,Hybrid,185,213,278
4031,QLD,Internal Combustion Engine,10623,11189,11982
4031,QLD,Battery Electric Vehicle,6,31,63
4031,QLD,Hydrogen Cell Vehicle,0,0,0
4031,QLD,Hybrid,235,267,394
4032,QLD,Internal Combustion Engine,11401,11462,11639
4032,QLD,Battery Electric Vehicle,9,22,57
4032,QLD,Hydrogen Cell Vehicle,0,0,0
4032,QLD,Hybrid,185,244,325
4034,QLD,Internal Combustion Engine,34640,34755,34046
4034,QLD,Battery Electric Vehicle,32,70,135
4034,QLD,Hydrogen Cell Vehicle,0,0,0
4034,QLD,Hybrid,504,624,690
4035,QLD,Internal Combustion Engine,19769,20102,20311
4035,QLD,Battery Electric Vehicle,23,44,113
4035,QLD,Hydrogen Cell Vehicle,0,0,0
4035,QLD,Hybrid,240,357,439
4036,QLD,Internal Combustion Engine,4820,4832,4857
4036,QLD,Battery Electric Vehicle,0,6,15
4036,QLD,Hydrogen Cell Vehicle,0,0,0
4036,QLD,Hybrid,53,64,74
4037,QLD,Internal Combustion Engine,5860,5960,6014
4037,QLD,Battery Electric Vehicle,8,17,32
4037,QLD,Hydrogen Cell Vehicle,0,0,0
4037,QLD,Hybrid,49,66,96
4051,QLD,Internal Combustion Engine,19427,19742,20076
4051,QLD,Battery Electric Vehicle,27,67,158
4051,QLD,Hydrogen Cell Vehicle,0,0,0
4051,QLD,Hybrid,237,339,470
4053,QLD,Internal Combustion Engine,32089,32262,32839
4053,QLD,Battery Electric Vehicle,33,76,162
4053,QLD,Hydrogen Cell Vehicle,0,0,0
4053,QLD,Hybrid,285,398,536
4054,QLD,Internal Combustion Engine,9533,9597,9754
4054,QLD,Battery Electric Vehicle,9,13,25
4054,QLD,Hydrogen Cell Vehicle,0,0,0
4054,QLD,Hybrid,75,104,136
4055,QLD,Internal Combustion Engine,15344,15430,15595
4055,QLD,Battery Electric Vehicle,14,31,79
4055,QLD,Hydrogen Cell Vehicle,0,0,0
4055,QLD,Hybrid,151,200,287
4059,QLD,Internal Combustion Engine,7417,7667,7586
4059,QLD,Battery Electric Vehicle,13,34,76
4059,QLD,Hydrogen Cell Vehicle,0,0,0
4059,QLD,Hybrid,143,181,245
4060,QLD,Internal Combustion Engine,8700,8733,8754
4060,QLD,Battery Electric Vehicle,18,35,92
4060,QLD,Hydrogen Cell Vehicle,0,0,0
4060,QLD,Hybrid,121,167,221
4061,QLD,Internal Combustion Engine,11748,11854,11767
4061,QLD,Battery Electric Vehicle,17,37,89
4061,QLD,Hydrogen Cell Vehicle,0,0,0
4061,QLD,Hybrid,150,206,263
4064,QLD,Internal Combustion Engine,10752,10956,10957
4064,QLD,Battery Electric Vehicle,32,73,123
4064,QLD,Hydrogen Cell Vehicle,0,0,0
4064,QLD,Hybrid,238,328,466
4065,QLD,Internal Combustion Engine,6441,6430,6366
4065,QLD,Battery Electric Vehicle,22,48,102
4065,QLD,Hydrogen Cell Vehicle,0,0,0
4065,QLD,Hybrid,97,132,151
4066,QLD,Internal Combustion Engine,12723,12586,12324
4066,QLD,Battery Electric Vehicle,33,68,130
4066,QLD,Hydrogen Cell Vehicle,0,0,0
4066,QLD,Hybrid,849,1183,1509
4067,QLD,Internal Combustion Engine,4865,5187,5277
4067,QLD,Battery Electric Vehicle,17,37,69
4067,QLD,Hydrogen Cell Vehicle,0,0,0
4067,QLD,Hybrid,109,139,152
4068,QLD,Internal Combustion Engine,15283,15278,15559
4068,QLD,Battery Electric Vehicle,56,93,194
4068,QLD,Hydrogen Cell Vehicle,0,0,0
4068,QLD,Hybrid,279,371,450
4069,QLD,Internal Combustion Engine,25426,25065,25454
4069,QLD,Battery Electric Vehicle,85,176,350
4069,QLD,Hydrogen Cell Vehicle,0,0,0
4069,QLD,Hybrid,471,537,734
4070,QLD,Internal Combustion Engine,8479,8513,8614
4070,QLD,Battery Electric Vehicle,8,27,66
4070,QLD,Hydrogen Cell Vehicle,0,0,0
4070,QLD,Hybrid,108,157,177
4073,QLD,Internal Combustion Engine,6711,6772,6876
4073,QLD,Battery Electric Vehicle,12,29,71
4073,QLD,Hydrogen Cell Vehicle,0,0,0
4073,QLD,Hybrid,111,144,164
4074,QLD,Internal Combustion Engine,17596,17763,17669
4074,QLD,Battery Electric Vehicle,17,40,96
4074,QLD,Hydrogen Cell Vehicle,0,0,0
4074,QLD,Hybrid,250,329,405
4075,QLD,Internal Combustion Engine,16203,16368,16315
4075,QLD,Battery Electric Vehicle,25,55,126
4075,QLD,Hydrogen Cell Vehicle,0,0,0
4075,QLD,Hybrid,220,286,368
4076,QLD,Internal Combustion Engine,7775,7491,7846
4076,QLD,Battery Electric Vehicle,28,39,47
4076,QLD,Hydrogen Cell Vehicle,0,0,0
4076,QLD,Hybrid,137,196,298
4077,QLD,Internal Combustion Engine,20544,21102,21869
4077,QLD,Battery Electric Vehicle,10,27,59
4077,QLD,Hydrogen Cell Vehicle,0,0,0
4077,QLD,Hybrid,309,426,603
4078,QLD,Internal Combustion Engine,17132,17217,17218
4078,QLD,Battery Electric Vehicle,11,28,67
4078,QLD,Hydrogen Cell Vehicle,0,0,0
4078,QLD,Hybrid,196,257,393
4101,QLD,Internal Combustion Engine,19057,19553,19812
4101,QLD,Battery Electric Vehicle,65,139,244
4101,QLD,Hydrogen Cell Vehicle,0,0,0
4101,QLD,Hybrid,520,611,739
